itm_id,val_id,val_txt
A1010K,0,Not checked (No)
A1010K,1,Checked (Yes)
A1010L,0,Not checked (No)
A1010L,1,Checked (Yes)
A1010M,0,Not checked (No)
A1010M,1,Checked (Yes)
A1010N,0,Not checked (No)
A1010N,1,Checked (Yes)
A1010X,0,Not checked (No)
A1010X,1,Checked (Yes)
A1010Y,0,Not checked (No)
A1010Y,1,Checked (Yes)
A1010Z,0,Not checked (No)
A1010Z,1,Checked (Yes)
A1110A,Text,Specify preferred language
A1110A,-,Not assessed/no information
A1110B,0,No
A1110B,1,Yes
A1110B,9,Unable to determine
A1805,01,"Home/Community (e.g., private home/apt., board/care, assisted living, group home, transitional living, other residential care arrangements)"
A1805,02,Nursing Home (long-term care facility)
A1805,03,"Skilled Nursing Facility (SNF, swing bed)"
A1805,04,"Short-Term General Hospital (acute hospital, IPPS)"
A1805,05,Long-Term Care Hospital (LTCH)
A1805,06,"Inpatient Rehabilitation Facility (IRF, free standing facility or unit)"
A1805,07,Inpatient Psychiatric Facility (psychiatric hospital or unit)
A1805,08,Intermediate Care Facility (ID/DD facility)
A1805,09,Hospice (home/non-institutional)
A1805,10,Hospice (institutional facility)
A1805,11,Critical Access Hospital (CAH)
A1805,12,Home under care of organized home health service organization
A1805,99,Not Listed
A2105,01,"Home/Community (e.g., private home/apt., board/care, assisted living, group home, transitional living, other residential care arrangements)"
A2105,02,Nursing Home (long-term care facility)
A2105,03,"Skilled Nursing Facility (SNF, swing bed)"
A2105,04,"Short-Term General Hospital (acute hospital, IPPS)"
A2105,05,Long-Term Care Hospital (LTCH)
A2105,06,"Inpatient Rehabilitation Facility (IRF, free standing facility or unit)"
A2105,07,Inpatient Psychiatric Facility (psychiatric hospital or unit)
A2105,08,Intermediate Care Facility (ID/DD facility)
A2105,09,Hospice (home/non-institutional)
A2105,10,Hospice (institutional facility)
A2105,11,Critical Access Hospital (CAH)
A2105,12,Home under care of organized home health service organization
A2105,13,Deceased
A2121,0,No - Current reconciled medication list not provided to the subsequent provider
A2121,1,Yes - Current reconciled medication list provided to the subsequent provider
A2122A,0,Not checked (No)
A2122A,1,Checked (Yes)
A2122A,^,Blank (skip pattern)
A2122B,0,Not checked (No)
A2122B,1,Checked (Yes)
A2122B,^,Blank (skip pattern)
A2122C,0,Not checked (No)
A2122C,1,Checked (Yes)
A2122C,^,Blank (skip pattern)
A2122D,0,Not checked (No)
A2122D,1,Checked (Yes)
A2122D,^,Blank (skip pattern)
A2122E,0,Not checked (No)
A2122E,1,Checked (Yes)
A2122E,^,Blank (skip pattern)
A2123,0,"No - Current reconciled medication list not provided to the patient, family and/or caregiver"
A2123,1,"Yes - Current reconciled medication list provided to the patient, family and/or caregiver"
A2124A,0,Not checked (No)
A2124A,1,Checked (Yes)
A2124A,^,Blank (skip pattern)
A2124B,0,Not checked (No)
A2124B,1,Checked (Yes)
A2124B,^,Blank (skip pattern)
A2124C,0,Not checked (No)
A2124C,1,Checked (Yes)
A2124C,^,Blank (skip pattern)
A2124D,0,Not checked (No)
A2124D,1,Checked (Yes)
A2124D,^,Blank (skip pattern)
A2124E,0,Not checked (No)
A2124E,1,Checked (Yes)
A2124E,^,Blank (skip pattern)
B1300,0,Never
B1300,1,Rarely
B1300,2,Sometimes
B1300,3,Often
B1300,4,Always
B1300,7,Resident declines to respond
B1300,8,Resident unable to respond
B1300,^,Blank (skip pattern)
D0160,00,Minimum Value
D0160,27,Maximum Value
D0160,99,Unable to complete the interview
D0160,^,Blank (skip pattern)
D0150A1,0,No
D0150A1,1,Yes
D0150A1,9,No response
D0150A1,-,Not assessed/no information
D0150A1,^,Blank (skip pattern)
D0150B1,0,No
D0150B1,1,Yes
D0150B1,9,No response
D0150B1,-,Not assessed/no information
D0150B1,^,Blank (skip pattern)
D0150A2,0,Never or 1 day
D0150A2,1,2-6 days (several days)
D0150A2,2,7-11 days (half or more of the days)
D0150A2,3,12-14 days (nearly every day)
D0150A2,^,Blank (skip pattern)
D0150B2,0,Never or 1 day
D0150B2,1,2-6 days (several days)
D0150B2,2,7-11 days (half or more of the days)
D0150B2,3,12-14 days (nearly every day)
D0150B2,^,Blank (skip pattern)
D0150C1,0,No
D0150C1,1,Yes
D0150C1,9,No response
D0150C1,-,Not assessed/no information
D0150C1,^,Blank (skip pattern)
D0150D1,0,No
D0150D1,1,Yes
D0150D1,9,No response
D0150D1,-,Not assessed/no information
D0150D1,^,Blank (skip pattern)
D0150E1,0,No
D0150E1,1,Yes
D0150E1,9,No response
D0150E1,-,Not assessed/no information
D0150E1,^,Blank (skip pattern)
D0150F1,0,No
D0150F1,1,Yes
D0150F1,9,No response
D0150F1,-,Not assessed/no information
D0150F1,^,Blank (skip pattern)
D0150G1,0,No
D0150G1,1,Yes
D0150G1,9,No response
D0150G1,-,Not assessed/no information
D0150G1,^,Blank (skip pattern)
D0150H1,0,No
D0150H1,1,Yes
D0150H1,9,No response
D0150H1,-,Not assessed/no information
D0150H1,^,Blank (skip pattern)
D0150I1,0,No
D0150I1,1,Yes
D0150I1,9,No response
D0150I1,-,Not assessed/no information
D0150I1,^,Blank (skip pattern)
D0150C2,0,Never or 1 day
D0150C2,1,2-6 days (several days)
D0150C2,2,7-11 days (half or more of the days)
D0150C2,3,12-14 days (nearly every day)
D0150C2,^,Blank (skip pattern)
D0150D2,0,Never or 1 day
D0150D2,1,2-6 days (several days)
D0150D2,2,7-11 days (half or more of the days)
D0150D2,3,12-14 days (nearly every day)
D0150D2,^,Blank (skip pattern)
D0150E2,0,Never or 1 day
D0150E2,1,2-6 days (several days)
D0150E2,2,7-11 days (half or more of the days)
D0150E2,3,12-14 days (nearly every day)
D0150E2,^,Blank (skip pattern)
D0150F2,0,Never or 1 day
D0150F2,1,2-6 days (several days)
D0150F2,2,7-11 days (half or more of the days)
D0150F2,3,12-14 days (nearly every day)
D0150F2,^,Blank (skip pattern)
D0150G2,0,Never or 1 day
D0150G2,1,2-6 days (several days)
D0150G2,2,7-11 days (half or more of the days)
D0150G2,3,12-14 days (nearly every day)
D0150G2,^,Blank (skip pattern)
D0150H2,0,Never or 1 day
D0150H2,1,2-6 days (several days)
D0150H2,2,7-11 days (half or more of the days)
D0150H2,3,12-14 days (nearly every day)
D0150H2,^,Blank (skip pattern)
D0150I2,0,Never or 1 day
D0150I2,1,2-6 days (several days)
D0150I2,2,7-11 days (half or more of the days)
D0150I2,3,12-14 days (nearly every day)
D0150I2,^,Blank (skip pattern)
D0700,0,Never
D0700,1,Rarely
D0700,2,Sometimes
D0700,3,Often
D0700,4,Always
D0700,7,Resident declines to respond
D0700,8,Resident unable to respond
D0700,^,Blank (skip pattern)
GG0115A,0,No impairment
GG0115A,1,Impairment on one side
GG0115A,2,Impairment on both sides
GG0115B,0,No impairment
GG0115B,1,Impairment on one side
GG0115B,2,Impairment on both sides
GG0120A,0,Not checked (No)
GG0120A,1,Checked (Yes)
GG0120B,0,Not checked (No)
GG0120B,1,Checked (Yes)
GG0120C,0,Not checked (No)
GG0120C,1,Checked (Yes)
GG0120D,0,Not checked (No)
GG0120D,1,Checked (Yes)
GG0120Z,0,Not checked (No)
GG0120Z,1,Checked (Yes)
GG0130I1,06,Independent
GG0130I1,05,Setup or clean-up assistance
GG0130I1,04,Supervision or touching assistance
GG0130I1,03,Partial/moderate assistance
GG0130I1,02,Substantial/maximal assistance
GG0130I1,01,Dependent
GG0130I1,07,Resident refused
GG0130I1,09,Not applicable
GG0130I1,10,Not attempted due to environmental limitations
GG0130I1,88,Not attempted due to medical condition or safety concerns
GG0130I1,-,Not assessed/no information
GG0130I1,^,Blank (skip pattern)
GG0130I3,06,Independent
GG0130I3,05,Setup or clean-up assistance
GG0130I3,04,Supervision or touching assistance
GG0130I3,03,Partial/moderate assistance
GG0130I3,02,Substantial/maximal assistance
GG0130I3,01,Dependent
GG0130I3,07,Resident refused
GG0130I3,09,Not applicable
GG0130I3,10,Not attempted due to environmental limitations
GG0130I3,88,Not attempted due to medical condition or safety concerns
GG0130I3,-,Not assessed/no information
GG0130I3,^,Blank (skip pattern)
GG0170FF1,06,Independent
GG0170FF1,05,Setup or clean-up assistance
GG0170FF1,04,Supervision or touching assistance
GG0170FF1,03,Partial/moderate assistance
GG0170FF1,02,Substantial/maximal assistance
GG0170FF1,01,Dependent
GG0170FF1,07,Resident refused
GG0170FF1,09,Not applicable
GG0170FF1,10,Not attempted due to environmental limitations
GG0170FF1,88,Not attempted due to medical condition or safety concerns
GG0170FF1,-,Not assessed/no information
GG0170FF1,^,Blank (skip pattern)
GG0170FF3,06,Independent
GG0170FF3,05,Setup or clean-up assistance
GG0170FF3,04,Supervision or touching assistance
GG0170FF3,03,Partial/moderate assistance
GG0170FF3,02,Substantial/maximal assistance
GG0170FF3,01,Dependent
GG0170FF3,07,Resident refused
GG0170FF3,09,Not applicable
GG0170FF3,10,Not attempted due to environmental limitations
GG0170FF3,88,Not attempted due to medical condition or safety concerns
GG0170FF3,-,Not assessed/no information
GG0170FF3,^,Blank (skip pattern)
J0410,1,Rarely or not at all
J0410,2,Occasionally
J0410,3,Frequently
J0410,4,Almost constantly
J0410,9,Unable to answer
J0510,1,Rarely or not at all
J0510,2,Occasionally
J0510,3,Frequently
J0510,4,Almost Constantly
J0510,8,Unable to answer
J0520,0,Does not apply - I have not received rehabilitation therapy in the past 5 days
J0520,1,Rarely or not at all
J0520,2,Occasionally
J0520,3,Frequently
J0520,4,Almost Constantly
J0520,8,Unable to answer
J0520,^,Blank (skip pattern)
J0530,1,Rarely or not at all
J0530,2,Occasionally
J0530,3,Frequently
J0530,4,Almost Constantly
J0530,8,Unable to answer
J0530,^,Blank (skip pattern)
K0520A1,0,Not checked (No)
K0520A1,1,Checked (Yes)
K0520A1,-,Not assessed/no information
K0520A2,0,Not checked (No)
K0520A2,1,Checked (Yes)
K0520A2,-,Not assessed/no information
K0520A3,0,Not checked (No)
K0520A3,1,Checked (Yes)
K0520A3,-,Not assessed/no information
K0520A4,0,Not checked (No)
K0520A4,1,Checked (Yes)
K0520A4,-,Not assessed/no information
K0520B1,0,Not checked (No)
K0520B1,1,Checked (Yes)
K0520B1,-,Not assessed/no information
K0520B2,0,Not checked (No)
K0520B2,1,Checked (Yes)
K0520B2,-,Not assessed/no information
K0520B3,0,Not checked (No)
K0520B3,1,Checked (Yes)
K0520B3,-,Not assessed/no information
K0520B4,0,Not checked (No)
K0520B4,1,Checked (Yes)
K0520B4,-,Not assessed/no information
K0520C1,0,Not checked (No)
K0520C1,1,Checked (Yes)
K0520C1,-,Not assessed/no information
K0520C3,0,Not checked (No)
K0520C3,1,Checked (Yes)
K0520C3,-,Not assessed/no information
K0520C4,0,Not checked (No)
K0520C4,1,Checked (Yes)
K0520C4,-,Not assessed/no information
K0520D1,0,Not checked (No)
K0520D1,1,Checked (Yes)
K0520D1,-,Not assessed/no information
K0520D3,0,Not checked (No)
K0520D3,1,Checked (Yes)
K0520D3,-,Not assessed/no information
K0520D4,0,Not checked (No)
K0520D4,1,Checked (Yes)
K0520D4,-,Not assessed/no information
K0520Z1,0,Not checked (No)
K0520Z1,1,Checked (Yes)
K0520Z1,-,Not assessed/no information
K0520Z2,0,Not checked (No)
K0520Z2,1,Checked (Yes)
K0520Z2,-,Not assessed/no information
K0520Z3,0,Not checked (No)
K0520Z3,1,Checked (Yes)
K0520Z3,-,Not assessed/no information
K0520Z4,0,Not checked (No)
K0520Z4,1,Checked (Yes)
K0520Z4,-,Not assessed/no information
N0415A1,0,Not checked (No)
N0415A1,1,Checked (Yes)
N0415A1,-,Not assessed/no information
N0415A2,0,Not checked (No)
N0415A2,1,Checked (Yes)
N0415A2,-,Not assessed/no information
N0415B1,0,Not checked (No)
N0415B1,1,Checked (Yes)
N0415B1,-,Not assessed/no information
N0415B2,0,Not checked (No)
N0415B2,1,Checked (Yes)
N0415B2,-,Not assessed/no information
N0415C1,0,Not checked (No)
N0415C1,1,Checked (Yes)
N0415C1,-,Not assessed/no information
N0415C2,0,Not checked (No)
N0415C2,1,Checked (Yes)
N0415C2,-,Not assessed/no information
N0415D1,0,Not checked (No)
N0415D1,1,Checked (Yes)
N0415D1,-,Not assessed/no information
N0415D2,0,Not checked (No)
N0415D2,1,Checked (Yes)
N0415D2,-,Not assessed/no information
N0415E1,0,Not checked (No)
N0415E1,1,Checked (Yes)
N0415E1,-,Not assessed/no information
N0415E2,0,Not checked (No)
N0415E2,1,Checked (Yes)
N0415E2,-,Not assessed/no information
N0415F1,0,Not checked (No)
N0415F1,1,Checked (Yes)
N0415F1,-,Not assessed/no information
N0415F2,0,Not checked (No)
N0415F2,1,Checked (Yes)
N0415F2,-,Not assessed/no information
N0415G1,0,Not checked (No)
N0415G1,1,Checked (Yes)
N0415G1,-,Not assessed/no information
N0415G2,0,Not checked (No)
N0415G2,1,Checked (Yes)
N0415G2,-,Not assessed/no information
N0415H1,0,Not checked (No)
N0415H1,1,Checked (Yes)
N0415H1,-,Not assessed/no information
N0415H2,0,Not checked (No)
N0415H2,1,Checked (Yes)
N0415H2,-,Not assessed/no information
N0415I1,0,Not checked (No)
N0415I1,1,Checked (Yes)
N0415I1,-,Not assessed/no information
N0415I2,0,Not checked (No)
N0415I2,1,Checked (Yes)
N0415I2,-,Not assessed/no information
N0415J1,0,Not checked (No)
N0415J1,1,Checked (Yes)
N0415J1,-,Not assessed/no information
N0415J2,0,Not checked (No)
N0415J2,1,Checked (Yes)
N0415J2,-,Not assessed/no information
N0415Z1,0,Not checked (No)
N0415Z1,1,Checked (Yes)
N0415Z1,-,Not assessed/no information
O0110A1A,0,Not checked (No)
O0110A1A,1,Checked (Yes)
O0110A1A,-,Not assessed/no information
O0110A1B,0,Not checked (No)
O0110A1B,1,Checked (Yes)
O0110A1B,-,Not assessed/no information
O0110A1C,0,Not checked (No)
O0110A1C,1,Checked (Yes)
O0110A1C,-,Not assessed/no information
O0110A2A,0,Not checked (No)
O0110A2A,1,Checked (Yes)
O0110A2A,-,Not assessed/no information
O0110A2C,0,Not checked (No)
O0110A2C,1,Checked (Yes)
O0110A2C,-,Not assessed/no information
O0110A3A,0,Not checked (No)
O0110A3A,1,Checked (Yes)
O0110A3A,-,Not assessed/no information
O0110A3C,0,Not checked (No)
O0110A3C,1,Checked (Yes)
O0110A3C,-,Not assessed/no information
O0110A10A,0,Not checked (No)
O0110A10A,1,Checked (Yes)
O0110A10A,-,Not assessed/no information
O0110A10C,0,Not checked (No)
O0110A10C,1,Checked (Yes)
O0110A10C,-,Not assessed/no information
O0110B1A,0,Not checked (No)
O0110B1A,1,Checked (Yes)
O0110B1A,-,Not assessed/no information
O0110B1B,0,Not checked (No)
O0110B1B,1,Checked (Yes)
O0110B1B,-,Not assessed/no information
O0110B1C,0,Not checked (No)
O0110B1C,1,Checked (Yes)
O0110B1C,-,Not assessed/no information
O0110C1A,0,Not checked (No)
O0110C1A,1,Checked (Yes)
O0110C1A,-,Not assessed/no information
O0110C1B,0,Not checked (No)
O0110C1B,1,Checked (Yes)
O0110C1B,-,Not assessed/no information
O0110C1C,0,Not checked (No)
O0110C1C,1,Checked (Yes)
O0110C1C,-,Not assessed/no information
O0110C2A,0,Not checked (No)
O0110C2A,1,Checked (Yes)
O0110C2A,-,Not assessed/no information
O0110C2C,0,Not checked (No)
O0110C2C,1,Checked (Yes)
O0110C2C,-,Not assessed/no information
O0110C3A,0,Not checked (No)
O0110C3A,1,Checked (Yes)
O0110C3A,-,Not assessed/no information
O0110C3C,0,Not checked (No)
O0110C3C,1,Checked (Yes)
O0110C3C,-,Not assessed/no information
O0110C4A,0,Not checked (No)
O0110C4A,1,Checked (Yes)
O0110C4A,-,Not assessed/no information
O0110C4C,0,Not checked (No)
O0110C4C,1,Checked (Yes)
O0110C4C,-,Not assessed/no information
O0110D1A,0,Not checked (No)
O0110D1A,1,Checked (Yes)
O0110D1A,-,Not assessed/no information
O0110D1B,0,Not checked (No)
O0110D1B,1,Checked (Yes)
O0110D1B,-,Not assessed/no information
O0110D1C,0,Not checked (No)
O0110D1C,1,Checked (Yes)
O0110D1C,-,Not assessed/no information
O0110D2A,0,Not checked (No)
O0110D2A,1,Checked (Yes)
O0110D2A,-,Not assessed/no information
O0110D2C,0,Not checked (No)
O0110D2C,1,Checked (Yes)
O0110D2C,-,Not assessed/no information
O0110D3A,0,Not checked (No)
O0110D3A,1,Checked (Yes)
O0110D3A,-,Not assessed/no information
O0110D3C,0,Not checked (No)
O0110D3C,1,Checked (Yes)
O0110D3C,-,Not assessed/no information
O0110E1A,0,Not checked (No)
O0110E1A,1,Checked (Yes)
O0110E1A,-,Not assessed/no information
O0110E1B,0,Not checked (No)
O0110E1B,1,Checked (Yes)
O0110E1B,-,Not assessed/no information
O0110E1C,0,Not checked (No)
O0110E1C,1,Checked (Yes)
O0110E1C,-,Not assessed/no information
O0110F1A,0,Not checked (No)
O0110F1A,1,Checked (Yes)
O0110F1A,-,Not assessed/no information
O0110F1B,0,Not checked (No)
O0110F1B,1,Checked (Yes)
O0110F1B,-,Not assessed/no information
O0110F1C,0,Not checked (No)
O0110F1C,1,Checked (Yes)
O0110F1C,-,Not assessed/no information
O0110G1A,0,Not checked (No)
O0110G1A,1,Checked (Yes)
O0110G1A,-,Not assessed/no information
O0110G1B,0,Not checked (No)
O0110G1B,1,Checked (Yes)
O0110G1B,-,Not assessed/no information
O0110G1C,0,Not checked (No)
O0110G1C,1,Checked (Yes)
O0110G1C,-,Not assessed/no information
O0110G2A,0,Not checked (No)
O0110G2A,1,Checked (Yes)
O0110G2A,-,Not assessed/no information
O0110G2C,0,Not checked (No)
O0110G2C,1,Checked (Yes)
O0110G2C,-,Not assessed/no information
O0110G3A,0,Not checked (No)
O0110G3A,1,Checked (Yes)
O0110G3A,-,Not assessed/no information
O0110G3C,0,Not checked (No)
O0110G3C,1,Checked (Yes)
O0110G3C,-,Not assessed/no information
O0110H1A,0,Not checked (No)
O0110H1A,1,Checked (Yes)
O0110H1A,-,Not assessed/no information
O0110H1B,0,Not checked (No)
O0110H1B,1,Checked (Yes)
O0110H1B,-,Not assessed/no information
O0110H1C,0,Not checked (No)
O0110H1C,1,Checked (Yes)
O0110H1C,-,Not assessed/no information
O0110H2A,0,Not checked (No)
O0110H2A,1,Checked (Yes)
O0110H2A,-,Not assessed/no information
O0110H2C,0,Not checked (No)
O0110H2C,1,Checked (Yes)
O0110H2C,-,Not assessed/no information
O0110H3A,0,Not checked (No)
O0110H3A,1,Checked (Yes)
O0110H3A,-,Not assessed/no information
O0110H3C,0,Not checked (No)
O0110H3C,1,Checked (Yes)
O0110H3C,-,Not assessed/no information
O0110H4A,0,Not checked (No)
O0110H4A,1,Checked (Yes)
O0110H4A,-,Not assessed/no information
O0110H4C,0,Not checked (No)
O0110H4C,1,Checked (Yes)
O0110H4C,-,Not assessed/no information
O0110H10A,0,Not checked (No)
O0110H10A,1,Checked (Yes)
O0110H10A,-,Not assessed/no information
O0110H10C,0,Not checked (No)
O0110H10C,1,Checked (Yes)
O0110H10C,-,Not assessed/no information
O0110I1A,0,Not checked (No)
O0110I1A,1,Checked (Yes)
O0110I1A,-,Not assessed/no information
O0110I1B,0,Not checked (No)
O0110I1B,1,Checked (Yes)
O0110I1B,-,Not assessed/no information
O0110I1C,0,Not checked (No)
O0110I1C,1,Checked (Yes)
O0110I1C,-,Not assessed/no information
O0110J1A,0,Not checked (No)
O0110J1A,1,Checked (Yes)
O0110J1A,-,Not assessed/no information
O0110J1B,0,Not checked (No)
O0110J1B,1,Checked (Yes)
O0110J1B,-,Not assessed/no information
O0110J1C,0,Not checked (No)
O0110J1C,1,Checked (Yes)
O0110J1C,-,Not assessed/no information
O0110J2A,0,Not checked (No)
O0110J2A,1,Checked (Yes)
O0110J2A,-,Not assessed/no information
O0110J2C,0,Not checked (No)
O0110J2C,1,Checked (Yes)
O0110J2C,-,Not assessed/no information
O0110J3A,0,Not checked (No)
O0110J3A,1,Checked (Yes)
O0110J3A,-,Not assessed/no information
O0110J3C,0,Not checked (No)
O0110J3C,1,Checked (Yes)
O0110J3C,-,Not assessed/no information
O0110K1B,0,Not checked (No)
O0110K1B,1,Checked (Yes)
O0110K1B,-,Not assessed/no information
O0110M1B,0,Not checked (No)
O0110M1B,1,Checked (Yes)
O0110M1B,-,Not assessed/no information
O0110O1A,0,Not checked (No)
O0110O1A,1,Checked (Yes)
O0110O1A,-,Not assessed/no information
O0110O1B,0,Not checked (No)
O0110O1B,1,Checked (Yes)
O0110O1B,-,Not assessed/no information
O0110O1C,0,Not checked (No)
O0110O1C,1,Checked (Yes)
O0110O1C,-,Not assessed/no information
O0110O2A,0,Not checked (No)
O0110O2A,1,Checked (Yes)
O0110O2A,-,Not assessed/no information
O0110O2C,0,Not checked (No)
O0110O2C,1,Checked (Yes)
O0110O2C,-,Not assessed/no information
O0110O3A,0,Not checked (No)
O0110O3A,1,Checked (Yes)
O0110O3A,-,Not assessed/no information
O0110O3C,0,Not checked (No)
O0110O3C,1,Checked (Yes)
O0110O3C,-,Not assessed/no information
O0110O4A,0,Not checked (No)
O0110O4A,1,Checked (Yes)
O0110O4A,-,Not assessed/no information
O0110O4C,0,Not checked (No)
O0110O4C,1,Checked (Yes)
O0110O4C,-,Not assessed/no information
O0110Z1A,0,Not checked (No)
O0110Z1A,1,Checked (Yes)
O0110Z1A,-,Not assessed/no information
O0110Z1B,0,Not checked (No)
O0110Z1B,1,Checked (Yes)
O0110Z1B,-,Not assessed/no information
O0110Z1C,0,Not checked (No)
O0110Z1C,1,Checked (Yes)
O0110Z1C,-,Not assessed/no information
Q0110Z,0,Not checked (No)
Q0110Z,1,Checked (Yes)
Q0110E,0,Not checked (No)
Q0110E,1,Checked (Yes)
Q0110D,0,Not checked (No)
Q0110D,1,Checked (Yes)
Q0110A,0,Not checked (No)
Q0110A,1,Checked (Yes)
Q0110B,0,Not checked (No)
Q0110B,1,Checked (Yes)
Q0110C,0,Not checked (No)
Q0110C,1,Checked (Yes)
Q0310A,1,Discharge to the community
Q0310A,2,Remain in this facility
Q0310A,3,Discharge to another facility/institution
Q0310A,9,Unknown or uncertain
Q0310B,1,Resident
Q0310B,2,Family
Q0310B,3,Significant other
Q0310B,4,Legal guardian
Q0310B,5,Other legally authorized representative
Q0310B,9,None of the above
Q0310B,^,Blank (skip pattern)
Q0500C,1,Resident
Q0500C,2,Family
Q0500C,3,Significant other
Q0500C,4,Legal guardian
Q0500C,5,Other legally authorized representative
Q0500C,9,None of the above
Q0550C,1,Resident
Q0550C,2,Family
Q0550C,3,Significant other
Q0550C,4,Legal guardian
Q0550C,5,Other legally authorized representative
Q0550C,9,None of the above
Q0610A,0,No
Q0610A,1,Yes
Q0620,1,LCA unknown
Q0620,2,Referral previously made
Q0620,3,Referral not wanted
Q0620,4,Discharge date 3 or fewer months away
Q0620,5,Discharge date more than 3 months away
Q0620,^,Blank (skip pattern)
ITM_SET_VRSN_CD,1.18,Ninth update to MDS 3.0 item set (effective 10/01/2023)
SPEC_VRSN_CD,3.01,Thirteenth update to data specifications (effective 10/01/2023)
A2121,^,Blank (skip pattern)
A2123,^,Blank (skip pattern)
N0415A2,^,Blank (skip pattern)
N0415B2,^,Blank (skip pattern)
N0415C2,^,Blank (skip pattern)
N0415D2,^,Blank (skip pattern)
N0415E2,^,Blank (skip pattern)
N0415F2,^,Blank (skip pattern)
N0415G2,^,Blank (skip pattern)
N0415H2,^,Blank (skip pattern)
N0415I2,^,Blank (skip pattern)
N0415J2,^,Blank (skip pattern)
Q0310A,^,Blank (skip pattern)
Q0500C,-,Not assessed/no information
Q0500C,^,Blank (skip pattern)
Q0550C,-,Not assessed/no information
Q0550C,^,Blank (skip pattern)
J0410,^,Blank (skip pattern)
J0510,^,Blank (skip pattern)
J0410,-,Not assessed/no information
J0510,-,Not assessed/no information
J0520,-,Not assessed/no information
J0530,-,Not assessed/no information
A2105,99,Not Listed
A2105,^,Blank (skip pattern)
B1300,-,Not assessed/no information
GG0115A,-,Not assessed/no information
GG0115B,-,Not assessed/no information
GG0120A,-,Not assessed/no information
GG0120B,-,Not assessed/no information
GG0120C,-,Not assessed/no information
GG0120D,-,Not assessed/no information
GG0120Z,-,Not assessed/no information
A1110B,-,Not assessed/no information
D0700,-,Not assessed/no information
GG0130E5,06,Independent
GG0130E5,05,Setup or clean-up assistance
GG0130E5,04,Supervision or touching assistance
GG0130E5,03,Partial/moderate assistance
GG0130E5,02,Substantial/maximal assistance
GG0130E5,01,Dependent
GG0130E5,07,Resident refused
GG0130E5,09,Not applicable
GG0130E5,10,Not attempted due to environmental limitations
GG0130E5,88,Not attempted due to medical condition or safety concerns
GG0130E5,-,Not assessed/no information
GG0130E5,^,Blank (skip pattern)
GG0130F5,06,Independent
GG0130F5,05,Setup or clean-up assistance
GG0130F5,04,Supervision or touching assistance
GG0130F5,03,Partial/moderate assistance
GG0130F5,02,Substantial/maximal assistance
GG0130F5,01,Dependent
GG0130F5,07,Resident refused
GG0130F5,09,Not applicable
GG0130F5,10,Not attempted due to environmental limitations
GG0130F5,88,Not attempted due to medical condition or safety concerns
GG0130F5,-,Not assessed/no information
GG0130F5,^,Blank (skip pattern)
GG0130G5,06,Independent
GG0130G5,05,Setup or clean-up assistance
GG0130G5,04,Supervision or touching assistance
GG0130G5,03,Partial/moderate assistance
GG0130G5,02,Substantial/maximal assistance
GG0130G5,01,Dependent
GG0130G5,07,Resident refused
GG0130G5,09,Not applicable
GG0130G5,10,Not attempted due to environmental limitations
GG0130G5,88,Not attempted due to medical condition or safety concerns
GG0130G5,-,Not assessed/no information
GG0130G5,^,Blank (skip pattern)
GG0130H5,06,Independent
GG0130H5,05,Setup or clean-up assistance
GG0130H5,04,Supervision or touching assistance
GG0130H5,03,Partial/moderate assistance
GG0130H5,02,Substantial/maximal assistance
GG0130H5,01,Dependent
GG0130H5,07,Resident refused
GG0130H5,09,Not applicable
GG0130H5,10,Not attempted due to environmental limitations
GG0130H5,88,Not attempted due to medical condition or safety concerns
GG0130H5,-,Not assessed/no information
GG0130H5,^,Blank (skip pattern)
GG0130I5,06,Independent
GG0130I5,05,Setup or clean-up assistance
GG0130I5,04,Supervision or touching assistance
GG0130I5,03,Partial/moderate assistance
GG0130I5,02,Substantial/maximal assistance
GG0130I5,01,Dependent
GG0130I5,07,Resident refused
GG0130I5,09,Not applicable
GG0130I5,10,Not attempted due to environmental limitations
GG0130I5,88,Not attempted due to medical condition or safety concerns
GG0130I5,-,Not assessed/no information
GG0130I5,^,Blank (skip pattern)
GG0170A5,06,Independent
GG0170A5,05,Setup or clean-up assistance
GG0170A5,04,Supervision or touching assistance
GG0170A5,03,Partial/moderate assistance
GG0170A5,02,Substantial/maximal assistance
GG0170A5,01,Dependent
GG0170A5,07,Resident refused
GG0170A5,09,Not applicable
GG0170A5,10,Not attempted due to environmental limitations
GG0170A5,88,Not attempted due to medical condition or safety concerns
GG0170A5,-,Not assessed/no information
GG0170A5,^,Blank (skip pattern)
GG0170FF5,06,Independent
GG0170FF5,05,Setup or clean-up assistance
GG0170FF5,04,Supervision or touching assistance
GG0170FF5,03,Partial/moderate assistance
GG0170FF5,02,Substantial/maximal assistance
GG0170FF5,01,Dependent
GG0170FF5,07,Resident refused
GG0170FF5,09,Not applicable
GG0170FF5,10,Not attempted due to environmental limitations
GG0170FF5,88,Not attempted due to medical condition or safety concerns
GG0170FF5,-,Not assessed/no information
GG0170FF5,^,Blank (skip pattern)
GG0170Q5,0,No
GG0170Q5,1,Yes
GG0170Q5,-,Not assessed/no information
GG0170Q5,^,Blank (skip pattern)
GG0170R5,06,Independent
GG0170R5,05,Setup or clean-up assistance
GG0170R5,04,Supervision or touching assistance
GG0170R5,03,Partial/moderate assistance
GG0170R5,02,Substantial/maximal assistance
GG0170R5,01,Dependent
